sgId,title,category,content,start,end,vote,author
196,공공기관 내 반부패 행위에 대한 적극적인 형사적 처벌의 필요,반부패청렴,공직자의 반부패 행위에 대한 제대로 된 처벌이 이루어지지 않아 국민의 신뢰가 떨어집니다.형사적 처벌을 받아야 할 수위의 범죄임에도 제 식구 감싸기식으로 내부 징계 정도로 처리되는 현실이 안타깝습니다.보다 사법적 처벌이 필요하다고 생각합니다.,2019.06.12,2019.09.09,0,밥그릇
195,부업도 최저임금이 적용되도록 해주세요,인권/평등,제가 부업을 하고 있는데요 정말 너무 살기가 힘드네요 한장 포장하는데... 8원 9원 10원 11원 이정도네요... 보통 8원 9원이네요... 최저임금이 지금 8천원대인데... 이런건 인권 보호를 위해서라도... 어느정도라도 올려주도록 정부에서 원칙을 정한다거나 제제를 가해주었으면 좋겠어요...  물론 이나마도 없으면 굶을 지도 모르지만... 정말 정부에서 좀 도와주었으면 좋겠네요,2019.06.12,2019.09.09,0,소심공주
194,dd,상생협력,ddusudjdj,2019.06.12,2019.09.09,3,eowoeow
193,아이들 등하교시 교통통제,공동체,초등학교 근처 아파트공사현장이나 물류창고가 주변에 있을시대형콘테이너트럭리나 공사장트럭이 위험하게 다닙니다등하교시애는 통제하고 위반 시 작업중지 명령이 시행되었으면 합니다,2019.06.12,2019.09.09,0,김현수
192,원룸건축시 기본적인 방음설계를 의무화하고 철저히 검사하여야합니다,기타,"원룸에 살아보신분들은 아시겠지만 방음에 굉장히 취약한 원룸이 많습니다.제가 살았던 원룸은 옆호수의 말소리,기침소리,휴대폰진동소리 심지어 소변소리까지 명확히 들릴정도로 방음처리가 하나도 되있지않았습니다.아무리 원룸이라도 사람이 살아가는데있어 기본적인 생활권은 지켜주어야한다고 생각합니다.기본적인 방음설계를 의무화하고, 여러편법으로 법을 빠져나가는 건축회사들을 철저히 감시하고 확인하여야한다고 생각합니다",2019.06.12,2019.09.09,2,수한
191,사회적 가치 및 정부혁신 추진방향 공감 형성을 위한 교육영상 개발,일반행정,"안녕하십니까,정부 및 산하기관, 공공기관에서는 사회적가치나 정부혁신 추진방향에 대한 공감대가 어느정도 형성 되어 있으나,1. 기관의 경우 혁신담당자가 아니면 대략적인 사회적가치 개념은 알고 있으나 이에 대한 교육이 부족한 실정이며,2. 국민 또한 사회적가치나 올해 정부혁신방향에 대한 이해가 부족하지 않을까 생각됩니다.이에 제안드리는바,정부차원에서 사회적가치에 대한 온라인 강의 영상을 만들고,이를 기관별 교육자료로 활용 및 유튜브 등에 배부하면보다 공감대 형성을 이끌어낼 수 있지 않을까 생각됩니다.실제 사회적가치에 대해 전직원이 쉽게 참여하고 이해할 수 있는 온라인 교육과정을 찾는데 어려움이 있습니다.정부차원에서 명강사를 초청하시어 교육영상을 제작, 배부한다면 적극적으로 활용하는데 도움이 될 것 같습니다.감사합니다.",2019.06.10,2019.09.07,4,Ian Cho
190,출산율 저하 대책을 어떻게 세울 것인가?,공동체,"프랑스 1.88, 미국 1.87, 중국 1.6, 일본 1.41, 대한민국 0.97. 2018년의 출산율이 집계되자 대한민국은 ‘출산쇼크’에 빠졌다. 대한민국의 일반부부가 평균적으로 한 명의 자녀를 낳지 않는다는 뜻이다. 이로써 한국은 지구상 유일한 출산율 0점대 국가라는 불명예를 안게 됐다. 이 수치는 OECD 32개국 중 꼴찌라는 굴욕에도 모자라 세계적으로도 유례가 없다. 저출산 고령화 사회라는 지적은 이미 익숙할 것이다. 지적에 걸맞게 정부 및 지자체는 종합적인 출산 장려책을 펼쳐왔지만 그 효과는 저조하다 못해 결과적으로 역효과를 낳았을 뿐이다. 현재 장려 정책은 출산기피의 본질을 보지 못하고 헛물을 켜고 있다. 나아가 나라의 존립을 위하여 현정책의 문제점과 출산 기피의 원인을 명백히 살펴볼 필요가 있다.",2019.06.09,2019.09.06,1,Edward
189,간병인비에 대한 국민건강보험공단 차원에서의 지원정책,보건복지,"저희 아버지가 이번에 교통사고를 당하셨습니다. 도로도 아니고, 일반 거리에서 차가 너무 빨리 운전하는 바람에 어이없이 자동차 타이어가 저희 아버지 발을 밟고 지나갔습니다.지금 혼자서는 화장실도 가실수 없고 최소 두달 이상을 병상에 누워계셔야 하는데... 엄마도 몸이 안 좋으셔서 24시간 간호하시다가 엄마까지 아프실까봐 걱정이 되고, 자식들은 모두 일을 하고 있습니다.그래서 간병인을 써야 하는데요. 오늘 보험사 분이 오셨는데... 치료비는 대부분 보상이 되지만... 간병인 부분은 다친 정도에 따라서 1등급에서 5등급으로 나누고, 그것에 따라 지급이 되고, 그 등급에 들어도 2달이나 되는 간병비를 실질적으로 보상받기는 힘들다고 하시더군요 ㅠㅠㅠ간병인을 꼭 써야만 하는 저희 집 입장에서는 솔직히 간병인 분에게 하루에 남자분일 경우 10만 5천을 드려야 합니다 ㅠㅠㅠ두달이면 600만원 이상이 드는 셈이고, 서민으로서는 솔직히 부담스러운 금액입니다.간병인을 써야 하는 경우, 간병인비에 대한 국민건강보험공당 차원에서의 지원은 전혀 없는 건가요? 정말 너무 궁금하고 답답합니다.그리고 아직 정책이 없다면... 이 부분에 대해서 좀더 국민건강보험공당 차원에서 몇 퍼센트 정도의 비용을 지불해 준다든지?? 아니면 국가차원에서 조금 저렴한 간병인 단체를 소개해 주신다던지 하는 방안을 만들어 주시기를 간곡히 부탁드립니다.실제로 저희 가족의 일이 되고나니, 정말 저희로서는 심각한 고민입니다. 부디... 이 부분에 대해 관심있는 정책이나 대책을 마련해 주시기를 바랍니다. 그럼, 항상 건강하시고, 수고하세요 ^^ 긴 글 읽어주셔서 감사합니다. ^^",2019.06.05,2019.09.02,2,행운의여신
188,바다낚시배 안전조치 강화,안전,"레저활동의 증가와 함께 바다낚시를 즐기는 인구도 예전보다 많아졌는데도 불구하고 바다낚시배에 대한 안전조치가 너무 미비한것 같습니다 화재시 소화기설치 유무와 탑승자 전원 구명조끼 착용, 신원확인 및 선박 안전 사항 준수등에 관해 위반시 강력한 제재를 취할 수 있는 법안 개정도 필요해서 정부혁신제안에 제안합니다",2019.06.05,2019.09.02,1,김장섭
187,장애연금에 대해서...,보건복지,"저는 현재 국민연금에서 장애연금을 받고 있습니다.금액이 적다고는 할 수 없지만 그렇다고 투병 생활을 하면서 생활을 하기에는 부족한 금액입니다.1급이라고 해도 한달에 50만원 조금 넘는 금액입니다.아무리 건강보험 혜택이 좋아졌다고는 하지만, 원래 앓고 있던 병외에 다른 질병에는 혜택을 받지 못하고 있습니다.제가 말씀 드리고 싶은 것은,병이 다 나아서 다시 경제 활동을 하기 전까지는 지금 보다는 더 도움이 되는 혜택이 있었으면 하는 것 입니다.겉으로만 멀쩡해 보인다고 해서 장애인이 아니라고 할 수 있나요?정상정인 생활을 하지 못하며 투병 생활을 하는 분들이 많습니다.",2019.06.04,2019.09.01,0,김앨리
186,부패재산몰수 회복 절차 간소화,반부패청렴,"사기투자, 불법 다단계, 유사 수신 등으로 입은 피해자가검찰의 수사로 몰수한 재산에 대하여 청구할 수 있도록 개선하고,그 절차를 제도화 및 간소화하여피해자의 피해를 최소화하면 좋겠습니다.",2019.06.02,2019.08.30,1,챈슬러
185,정부혁신 방안,일반행정,"혁신의 방법은 소통과 숙의를 통해문제를 해결하는 것이라 할 수 있다.""소통과 숙의를 어렵게 하는 요인은 무엇인가!소통과 숙의를 촉진할 수 있는 요인은 무엇인가!""소통과 숙의를 촉진할 수 있는 방법을 찾아야 한다.사람들은 관심사가 같은 사람들이 소통하고 싶어 한다.→ 같은 일을 하는 사람은 관심사가 같다.※ 공무원들은 같은 업무를 하는 사람들이 만나서 충분히 소통할 시간이 없다.소속된 조직과 소속은 다르지만 업무가 같은 공무원들을 모아서소통을 촉진하고 숙의 할 수 있게 시간을 주면 혁신이 일어 난다.즉, 모두 함께 규제혁신과 난제해결를 해결하는 정부혁신이 가능하다.※ 단,충분한 숙의시간이 보장되야 한다. 1박2일은 부족하다.",2019.06.01,2019.08.29,0,동이
184,환경개선 건의제안,환경,제목 : 환경개선 건의제안내용 : 안녕하십니까 다름이아니라 각 도시 시 동 구역을 다니다보면 주택가나 아파트 뒤 좁은 보도 등 유난히  쓰레기 배출해두는 곳이 생기게되는데 수년간 꾸준히  관찰한 결과로써 전국 어느 동네를 가도 쓰레기가 무성히 쌓이는 곳이 한두군데 꼭 있더군요. 몰래카메라 음성에  배출금지 현수막이 붙어있기는 한데 효과가 없고 관리가 안되는것 같습니다.미관상 위생상 좋지않고  환경수거팀에서 쓰레기를 치워가도 이미 보도가 오염되고 지저분해져 주민들이 이 길은 피해가게되는 보도의 역할도 못하는 일이 생기더군요. 전국 각 주민센터에서 이런 공간들을 체크하여내집앞 쓰레기 배출을 유지하면서위와같이 보도나 공공구역에 심하게 쓰레기 배출공간이 생기는 곳은 아예 요즘 아파트처럼**깔끔하게 한켠에 리싸이클 및 쓰레기배출 공간을 만들어주시면 좋을것 같습니다.필요시 한켠에는 나무도 심고 꽃과 같은 조경식물을 심는다면 또한 주민 의식 및 경관도 좋아질 것이라 생각합니다. 나무심기나 꽃심기 같은 경우에는 주민봉사 또는 사회봉사센터에서 주관하여 직접 나무를 심거나 꽃을 심는 등 활동을 진행한다면 매우 긍정적인 결과를 기대할 수 있을 것이라 생각합니다.아무쪼록 아무렇게나 방치되는 공간없이 알뜰 살뜰 활용되는 쾌적한 살기좋은 전국이 되도록 철저한 검토 및 개선방안(대안)을 촉구하는 바입니다. 부탁드립니다.,2019.06.01,2019.08.29,1,사이클론
183,성범죄자 거주지 제한,안전,안녕하세요 12살7살3살 아이셋을 키우고대전거주하고있는 평범한 엄마입니다얼마전 성범죄가 우리동네 거주해왔다는 알림이 담긴신상정보 우편을 받게되었습니다우리동네는 안돼!! 라는 님비현상을 보여주려는건 아닙니다그런데 저희동네에는 초등학교가 4곳 중학교가 2곳고등학교1곳이 밀집되어있는 작은동네입니다성범죄자의 거주 주소를봤더니 초등학교와중학교바로뒤 5분거리 주택가였습니다ㅠ성범죄자도 인권이 있으니 거주하고 살아가야하겠지만최소한 청소년 성범죄라도  학교근처에서 거주하는데제한할  법령이 마련되었으면좋겠습니다제발 부탁드립니다수많은아이들이 등원시간 쉬는시간 하원시간에길거리에 나와있고 학교근처 학원에 걸어갑니다그런데 성범죄가 바로 옆에 살고있다면한시도 불안한마음을 떨굴수없네요아이들이 성범죄에서 벗어나 안전하게 지낼수있는대한민국을 만들어주세요!!!,2019.05.31,2019.08.28,0,양검사
182,가업상속제도 이대로 좋은가?,일반행정,"[ 가업상속제도 이대로 좋은가? ]''매출액 3,000억원 미만 기업에 적용하는 가업상속공제 제도를 활용할 수는 있지만 현실에 맞지 않는다고 한다. 200억~500억원까지 공제받을 수 있지만, 상속 후 10년간 자산의 80%를 보유해야 한다는 조건이 붙는다.자동차 내연기관 부품을 만드는 이 회사는 전기차 등장으로 풍전등화 신세다.매출이 뚝뚝 떨어지는데 가업을 상속해야 하다보니 세금 부담이 만만찮다.가업상속공제를 받으려고 해도 주력산업을 10년간 유지해야 한다는 조건 때문에 망설이고 있다.사양산업을 붙들고 있어야 세금을 깎아준다는 기준이 현실에 부합하지 않는다는 비판이 나올 수밖에 없다.기업의 가업상속공제 제도 개편 논쟁을 바라보는 시각이 극명하게 갈리고 있다.경제단체들은 제도가 비현실적이라고 지적한다.반면 ‘부의 대물림’을 우려하는 이들은 상속·증여의 실효세율이 10%대라며 부자 감세는 안 된다고 반박한다.가업상속공제가 ‘뜨거운 감자’로 떠오른 계기는 홍남기 기획재정부 장관의 발언이다.홍 부총리는 지난달 12일 미국 워싱턴에서 기자 간담회를 가지면서 “현행 10년인 가업상속공제 사후관리 기간을 7년으로 줄이는 방안을 검토한다”고 밝혔다.중견기업의 가업승계가 쉬워져야 장수기업이 더 많아질 수 있다는 인식이 반영됐다.''최근에 보도된 기사의 일부입니다.위 기사에서 문제로 지적한 점은 다 일리가 있습니다.가업상속제도를 더 완화해야 한다는 주장도, 부의 대물림을 우려하는 주장도..그런데 필자의 생각으로는 제도의 철학 즉 입법취지 부터 제도의 근본적인 얼개가 잘 못 짜여졌다고 생각합니다.간단히 요약해서 얘기하면..우리의 가업승계와 관련된 혜택은 '증여 과세특례'와 '상속공제' 등 2가지로 주어지고 있습니다.'가업증여 과세특례'는 10년 이상된 중소기업 주식을 증여할 경우..100억원을 한도로 5억원을 공제하고 30억원 까지는 10%의 증여세를, 나머지 70억원에 대해서는 20%의 증여세를 과세하고..상속 시 상속재산에 포함하여 상속세를 과세하되 기 납부한 증여세를 공제하는 제도입니다.이 제도는 노무현 정부 때 30억원을 한도로 신설되었으나..박근혜 정부가 한도를 100억원으로 확대했습니다.가업상속공제는 매출액이 3천억원 미만이고, 10년 이상된 중소.중견기업의 주식 또는 개인사업자의 사업용자산을 상속 시..20년이 안된 기업은 200억원, 30년이 안된 기업은 300억원, 30년 이상된 기업은 500억원 까지 공제함으로서 아예 상속세를 100% 면제해 주는 제도입니다.당초 가업상속공제는 한도가 1억원이었으나..노무현 정부에서 15년 이상된 중소기업에 대해 30억 원을 한도로 하고, 승계대상 재산의 20%를 상속세에서 공제해 주는 것으로 확대했습니다.그런데 이명박.박근혜 정부를 거치면서 현재와 같이 500억원 한도로 승계대상 재산의 100%까지 면제해 주는 것으로 확대 되었습니다.그런데 이렇듯 말도 안 되는 엄청난 혜택을 주고 있는데도 사후관리 조건으로 주력 업종과 사업과 고용의 일정규모 유지를 강제하는 규정이 이 제도의 효용성을 떨어 뜨린다고 개선을 요구하고 있습니다.필자의 생각은 이런 지엽적인 문제 보다는 '가업증여 과세특례 제도'와 '가업상속공제 제도'의 목적이 왜곡된 문제가 더 근본적인 문제라고 생각합니다.'가업증여 과세특례 제도'는 기업의 승계를 앞 당겨 참신하고 창조적인 젊은 경영인이 글로벌 마인드와 혁신적인 마인드로 글로벌 기업으로 키워내 줄 것을 목적으로 하는 제도이고..'가업상속공제 제도'는 기업가가 사망했을 때 부과되는 상속세를 면제시켜 주므로서 상속세로 인한 기업활동이 축소되는 것을 막아보자는 제도입니다.두 목적 다 국가적으로는 필요한 요소인데..굳이 비교하자면 국가적 이익은 '가업증여 과세특례 제도'로 얻는 이득이 훨씬 크다고 볼 수 있을 것입니다.그 이유는 상속세는 법인이 납부하는 것이 아니라 상속받는 개인이 납부하는 것이고..또 수천억원 짜리 기업을 일군 기업가가 개인재산이 없다는 것도 말이 되지 않으므로..상속세로 인해 기업의 운영에 지장을 받는다는 엄살은 법인과 개인을 동일시 함으로서 생겨나는 착시일 뿐이기 때문입니다.그런데..실상은 기업가가 사망하지 않으면 기업의 승계가 거의 일어나지 않고 있습니다.요즘은 수명이 길어져서 90-95세 까지 생존하는 경 우도 많아, 자녀가 70세가 넘어도 승계가 되지 않고 있으며..이런 경우 상속해 봐야 또 손자에게 상속해야 하니 대를 건너뛰는 상속을 선택하는 경우도 많은 것으로 알려지고 있습니다.'가업상속공제 제도'가 오히려 승계를 늦추는 역기능으 로 작동되고 있습니다.기업가가 사망 전에 증여하면 100억원을 한도로 5억원을 공제하고 30억원 까지는 10%, 나머지 70억원은 20%를 납부하고 증여하면..결과적으로 100억원 상당의 주식 등을 16%의 낮은 세율로 증여할 수 있게 되는 셈이고..이 마저도 사망 시 상속재산에 포함하여 가업상속 공제를 적용하여 납부한 세금을 되돌려 받거나 다른 상속세와 상계하도록 되어 있음에도..한 푼도 안 내는 '가업상속공제 제도'를 선호하여 이 '가업증여 과세특례 제도' 마저도 기피하여 무용지물이 되고 있는 것입니다.그렇다면..차라리 이 두 제도를 결합하여 위에서 언급한 두 가지 목적과 조세정의 까지 부합되는 하나의 제도로 통합하는 것이 좋겠다는 생각입니다.이렇게 제도를 바꾸면 굳이 주력 업종과 사업과 고용의 규모유지를 규제하는 사후관리 제도를 유지할 필요도 없어집니다.그 내용은 이렇습니다.가령 기업가가 사망하기 전에 증여하는 기업의 주식에 대해서만..30억원 까지는 10%의 증여세를 과세하고..30억원 초과 100억원 까지는 20%의 증여세를 과세하고..100억원 초과 500억원 까지는 50%의 증여세를 과세하되, 상속 시 까지 납부를 유예하는..그리고 납부기간도 10년 분할 납부하는..이런 방안으로 제도를 정비하는 것이 좋겠다는 생각입니다.이렇게 하면..첫째, 가업승계 시기가 빨라집니다.세제혜택을 받으면서 가업을 승계할 방법이 가업증여 이외에는 없고..당장 가업증여를 하더라도 100억원 초과 500억원 까지의 증여가액에 대해서는, 증여자가 사망 시에 증여 당시 산출된 증여세를 납부하게 되므로..증여가 빠를수록 주식의 가치가 낮게 평가되어 증여세를 적게 납부하는 혜택이 있기 때문입니다.뿐만이 아니라 가업증여를 하지 않은 채 사망하면 그 나마 한푼의 혜택도 받지 못하므로 조기에 증여를 서두르게 될 것입니다.진취적인 젊은 경영자에 의해 기업이 경영되도록 유도하는 정책은 국가적으로도 이득입니다.둘째, 증여세 납부 부담이 크게 줄어듭니다.조기에 승계받은 젊은 후계자가 증여자가 사망할 때까지 증여세 납부유예를 받게되고, 그리고 사망 후 10년간 분할 납부하게 됨으로서..충분한 기간 급여.상여금.배당 등을 통해 증여세 납부 준비를 할 수 있으므로, 기업경영에 별 영향을 주지 않고도 승계가 가능해 집니다.세째, 기업의 원만한 승계가 국민들에게 일자리를 제공하는 순기능을 고려하면..100억원 까지는 저세율로 증여세를 부과하고..100억원 초과 500억원 까지의 증여가액에 대한 증여세는 증여자 사망 시까지 납부를 유예하는 제도는..500억원 까지 상속세를 한푼도 안 내는 현행 제도에 비해 조세정의에 크게 부합되므로 국민적 지지를 얻을 수 있을 것입니다.뿐만이 아니라 법인의 주식에 대해서만 증여세 과세 혜택을 주게 되면..개인기업이 일정규모가 넘어가면 가업증여 과세혜택을 받기 위해 법인화하게 될 것이므로, 많은 개인기업 에게 투명한 경영을 유도할 수가 있을 것입니다.사실 이러한 내용은 필자가 이미 페북에 게시했던 내용입니다.좀 더 자세한 이해가 필요하다면 아래 링크한 게시글을 읽어보시기를 권고합니다.https://m.facebook.com/story.php?story_fbid=1948626365197467&id=100001503686162무릇 제도는 가장 합리적이고 공동체를 구성하는 모든 구성원들이 공통적으로 만족할 수 있는 제도가 가장 좋은 제도일 것입니다.이런 개혁은 여야 구분없이 그리고 온 국민이 만족할 만한 개혁이라고 생각합니다.아래 링크한 기사는 위에서 소개한 내용이 담겨있는 기사 전문입니다.",2019.05.30,2019.08.27,9,hyusco
181,장애인의 활동권,인권/평등,나아졌다고는 하지만 장애인의 이동 활동권이 안좋습니다.버스는 그냥 지나치기 일수이고 보도와 떨어져 세워놔 탈수가 없게 만들고심지어 짜증까지 내는 기사도 있습니다.좀더 강력한 행정제도가 있어야 합니다.,2019.05.30,2019.08.27,0,예고구
180,공무집행중인 경찰의 힘 강력히해야 한다.,안전,"경찰공무원이 공무를 수행하다보면 경찰이 신고를 받은 이들에 대응할 수 있는 방법이 너무 소극적입니다. 이로 인해서 체포까지 하는 과정이 길어지고 느려집니다. 여러가지 경우를 보자면 '대림동 여경', '암사역 칼부림'과 같은 경우에는 칼을 들고 있는 시민을 경찰 대여섯이서 아무 일도 하지 못하다가 테이저 건을 몇 번 사용하다가 겨우겨우 시민을 체포하는 경우가 있는 반면 체포하는 과정에서 다소 과격하게 체포하여 상해를 입히는 경우도 있었다. 하지만 이러한 경우는 체포를 하는 과정에서 유발되는 어쩔 수 없는 부분이라고 생각한다.",2019.05.30,2019.08.27,3,임연주
179,국공립 어린이집 많이 늘려주세요,보건복지,직장맘으로서 국공립 어린이집이 더욱더 많아졌으면 좋겠습니다.늦게까지도 돌봄이 필요한 손길들이 많아서 초등학생 돌봄뿐만아니라 어린이집 아이들의 돌봄 및 국공립어린이집 수업시간의 변화도 필요할 것 같습니다.,2019.05.30,2019.08.27,0,엔젤누나
178,"어린이집,유치원 CCTV",안전,"어린이집,유치원 CCTV 설치 의무화(사각지대없는)를 제안합니다CCTV가 있어도 학대가 일어나는 판국에사각지대없는 CCTV라도 있어야 우리 아이들을 안심하고 보낼 수 있을것 같습니다",2019.05.30,2019.08.27,2,jh
177,사회 통합,사회통합,사회 통합을 위에 시도 단위 오프라인 토크콘서트 개최를 많이 시행하면 좋을것 같습니다,2019.05.30,2019.08.27,2,보돠더
176,어린이집 보육정책,보건복지,요즘 뉴스를 보다보면 어린이집에 관한 사건 사고가 많은데 투명하고 질높은 교육을 위해 개선이 시급합니다.전문강사를 양성교육하고 영유아 안전을 위해 만전을 가해야할것입니다.무엇보다 정부의 정책이 필요합니다.,2019.05.29,2019.08.26,0,혁신제안
175,국회의원도 국민이 직접 소환할 수 있어야 합니다.,국민참여,국회의원들을 보면 국민의 명령을 무시하고 마음대로 국회를 방치하고 시급히 처리할 안건을 미루고 있습니다.스스로 해야할 의정활동을 하지않고 있어 국민이 소환해 파면할수있도록 할 필요가있습니다.,2019.05.29,2019.08.26,2,국민참여제안
174,부당해고구제신청,보건복지,출산전후휴가 기간에 근로자에게 해고 통지를 받았습니다.아와같은 불법적인 부당해고가 발생하지 않도록 구제신청권리를 강화하고하고 근로자의 복지를 보호했으면 합니다.,2019.05.29,2019.08.26,2,좋은세상만들기위원회
